"id","source_job_id","url","hash","title","published_date","description","work_modality","contract_type","workday","salary_text","accessibility_mentioned","transport_mentioned","disability_friendly","multiple_vacancies","area","subarea","min_experience","min_education","created_at","updated_at","company_id","location_id","source_id"
281,"1118007014",https://www.laborum.cl/empleos/conducción-y-reparto-inclusivo-1118007014.html,empleo_hash_0014,Conducción y Reparto,2025-10-19,"Oferta laboral inclusiva bajo Ley 21.015 en el área de transporte. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,práctica profesional,por turnos,$1.200.000 bruto,true,false,true,false,Transporte,Conducción y Reparto,"1",Profesional universitario,2025-10-25 16:39:11.701 -0300,2025-10-25 16:39:11.701 -0300,101,20,2
282,"1118007015",https://www.laborum.cl/empleos/contabilidad-y-tesorería-inclusivo-1118007015.html,empleo_hash_0015,Contabilidad y Tesorería,2025-10-19,"Oferta laboral inclusiva bajo Ley 21.015 en el área de finanzas. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,plazo fijo,part-time,$900.000 bruto,true,false,true,true,Finanzas,Contabilidad y Tesorería,"2",Profesional universitario,2025-10-25 16:39:11.705 -0300,2025-10-25 16:39:11.705 -0300,102,17,2
283,"1118007016",https://www.laborum.cl/empleos/conducción-y-reparto-inclusivo-1118007016.html,empleo_hash_0016,Conducción y Reparto,2025-10-25,"Oferta laboral inclusiva bajo Ley 21.015 en el área de transporte. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,plazo fijo,por turnos,$900.000 bruto,true,false,true,true,Transporte,Conducción y Reparto,"3",Técnico nivel superior,2025-10-25 16:39:11.710 -0300,2025-10-25 16:39:11.710 -0300,103,19,2
284,"1118007017",https://www.laborum.cl/empleos/reciclaje-y-jardinería-inclusivo-1118007017.html,empleo_hash_0017,Reciclaje y Jardinería,2025-10-19,"Oferta laboral inclusiva bajo Ley 21.015 en el área de medio ambiente. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,plazo fijo,por turnos,$500.000 bruto,true,true,true,true,Medio Ambiente,Reciclaje y Jardinería,"3",Profesional universitario,2025-10-25 16:39:11.714 -0300,2025-10-25 16:39:11.714 -0300,104,20,2
285,"1118007018",https://www.laborum.cl/empleos/biblioteca-y-museos-inclusivo-1118007018.html,empleo_hash_0018,Biblioteca y Museos,2025-10-17,"Oferta laboral inclusiva bajo Ley 21.015 en el área de cultura. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,part-time,part-time,$900.000 bruto,true,false,true,true,Cultura,Biblioteca y Museos,"1",Enseñanza media completa,2025-10-25 16:39:11.718 -0300,2025-10-25 16:39:11.718 -0300,105,21,2
287,"1118007020",https://www.laborum.cl/empleos/desarrollo-de-software-inclusivo-1118007020.html,empleo_hash_0020,Desarrollo de Software,2025-10-11,"Oferta laboral inclusiva bajo Ley 21.015 en el área de tecnología. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,plazo fijo,part-time,$900.000 bruto,true,false,true,true,Tecnología,Desarrollo de Software,"1",Profesional universitario,2025-10-25 16:39:11.727 -0300,2025-10-25 16:39:11.727 -0300,107,19,2
289,"1118007022",https://www.laborum.cl/empleos/gestión-municipal-inclusivo-1118007022.html,empleo_hash_0022,Gestión Municipal,2025-10-14,"Oferta laboral inclusiva bajo Ley 21.015 en el área de administración pública. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,indefinido,part-time,$500.000 bruto,true,false,true,false,Administración Pública,Gestión Municipal,"3",Técnico nivel superior,2025-10-25 16:39:11.735 -0300,2025-10-25 16:39:11.735 -0300,109,20,2
290,"1118007023",https://www.laborum.cl/empleos/desarrollo-de-software-inclusivo-1118007023.html,empleo_hash_0023,Desarrollo de Software,2025-10-11,"Oferta laboral inclusiva bajo Ley 21.015 en el área de tecnología. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,indefinido,por turnos,$1.200.000 bruto,true,true,true,true,Tecnología,Desarrollo de Software,"3",Enseñanza media completa,2025-10-25 16:39:11.740 -0300,2025-10-25 16:39:11.740 -0300,110,19,2
291,"1118007024",https://www.laborum.cl/empleos/reciclaje-y-jardinería-inclusivo-1118007024.html,empleo_hash_0024,Reciclaje y Jardinería,2025-10-22,"Oferta laboral inclusiva bajo Ley 21.015 en el área de medio ambiente. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,práctica profesional,part-time,$1.200.000 bruto,true,true,true,false,Medio Ambiente,Reciclaje y Jardinería,"1",Enseñanza media completa,2025-10-25 16:39:11.744 -0300,2025-10-25 16:39:11.744 -0300,111,20,2
292,"1118007025",https://www.laborum.cl/empleos/desarrollo-de-software-inclusivo-1118007025.html,empleo_hash_0025,Desarrollo de Software,2025-10-25,"Oferta laboral inclusiva bajo Ley 21.015 en el área de tecnología. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,part-time,full-time,$1.200.000 bruto,true,false,true,false,Tecnología,Desarrollo de Software,"2",Profesional universitario,2025-10-25 16:39:11.748 -0300,2025-10-25 16:39:11.748 -0300,112,21,2
296,"1118007029",https://www.laborum.cl/empleos/aseo-y-mantención-inclusivo-1118007029.html,empleo_hash_0029,Aseo y Mantención,2025-10-16,"Oferta laboral inclusiva bajo Ley 21.015 en el área de servicios generales. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,plazo fijo,full-time,$700.000 bruto,true,true,true,true,Servicios Generales,Aseo y Mantención,"1",Enseñanza media completa,2025-10-25 16:39:11.765 -0300,2025-10-25 16:39:11.765 -0300,116,21,2
297,"1118007030",https://www.laborum.cl/empleos/producción-agrícola-inclusivo-1118007030.html,empleo_hash_0030,Producción Agrícola,2025-10-24,"Oferta laboral inclusiva bajo Ley 21.015 en el área de agricultura. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,plazo fijo,por turnos,$700.000 bruto,true,false,true,true,Agricultura,Producción Agrícola,"3",Profesional universitario,2025-10-25 16:39:11.769 -0300,2025-10-25 16:39:11.769 -0300,117,17,2
298,"1118007031",https://www.laborum.cl/empleos/cocina-y-atención-inclusivo-1118007031.html,empleo_hash_0031,Cocina y Atención,2025-10-18,"Oferta laboral inclusiva bajo Ley 21.015 en el área de gastronomía. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,práctica profesional,full-time,$500.000 bruto,true,false,true,false,Gastronomía,Cocina y Atención,"2",Técnico nivel superior,2025-10-25 16:39:11.773 -0300,2025-10-25 16:39:11.773 -0300,118,21,2
299,"1118007032",https://www.laborum.cl/empleos/conducción-y-reparto-inclusivo-1118007032.html,empleo_hash_0032,Conducción y Reparto,2025-10-13,"Oferta laboral inclusiva bajo Ley 21.015 en el área de transporte. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,práctica profesional,part-time,$1.200.000 bruto,true,false,true,true,Transporte,Conducción y Reparto,"2",Profesional universitario,2025-10-25 16:39:11.777 -0300,2025-10-25 16:39:11.777 -0300,119,19,2
300,"1118007033",https://www.laborum.cl/empleos/desarrollo-de-software-inclusivo-1118007033.html,empleo_hash_0033,Desarrollo de Software,2025-10-20,"Oferta laboral inclusiva bajo Ley 21.015 en el área de tecnología. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,plazo fijo,part-time,$500.000 bruto,true,false,true,true,Tecnología,Desarrollo de Software,"3",Profesional universitario,2025-10-25 16:39:11.781 -0300,2025-10-25 16:39:11.781 -0300,120,18,2
301,"1118007034",https://www.laborum.cl/empleos/reciclaje-y-jardinería-inclusivo-1118007034.html,empleo_hash_0034,Reciclaje y Jardinería,2025-10-19,"Oferta laboral inclusiva bajo Ley 21.015 en el área de medio ambiente. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,indefinido,por turnos,$900.000 bruto,true,false,true,false,Medio Ambiente,Reciclaje y Jardinería,"1",Técnico nivel superior,2025-10-25 16:39:11.785 -0300,2025-10-25 16:39:11.785 -0300,121,16,2
303,"1118007036",https://www.laborum.cl/empleos/redes-sociales-inclusivo-1118007036.html,empleo_hash_0036,Redes Sociales,2025-10-11,"Oferta laboral inclusiva bajo Ley 21.015 en el área de comunicación. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,plazo fijo,full-time,$1.200.000 bruto,true,true,true,true,Comunicación,Redes Sociales,"1",Enseñanza media completa,2025-10-25 16:39:11.794 -0300,2025-10-25 16:39:11.794 -0300,123,19,2
304,"1118007037",https://www.laborum.cl/empleos/gestión-municipal-inclusivo-1118007037.html,empleo_hash_0037,Gestión Municipal,2025-10-24,"Oferta laboral inclusiva bajo Ley 21.015 en el área de administración pública. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,práctica profesional,por turnos,$700.000 bruto,true,true,true,true,Administración Pública,Gestión Municipal,"1",Técnico nivel superior,2025-10-25 16:39:11.798 -0300,2025-10-25 16:39:11.798 -0300,124,19,2
305,"1118007038",https://www.laborum.cl/empleos/oficios-y-mantención-inclusivo-1118007038.html,empleo_hash_0038,Oficios y Mantención,2025-10-19,"Oferta laboral inclusiva bajo Ley 21.015 en el área de construcción. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,part-time,por turnos,$1.200.000 bruto,true,true,true,true,Construcción,Oficios y Mantención,"1",Técnico nivel superior,2025-10-25 16:39:11.805 -0300,2025-10-25 16:39:11.805 -0300,125,10,2
306,"1118007039",https://www.laborum.cl/empleos/producción-agrícola-inclusivo-1118007039.html,empleo_hash_0039,Producción Agrícola,2025-10-10,"Oferta laboral inclusiva bajo Ley 21.015 en el área de agricultura. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,plazo fijo,full-time,$700.000 bruto,true,true,true,true,Agricultura,Producción Agrícola,"2",Técnico nivel superior,2025-10-25 16:39:11.815 -0300,2025-10-25 16:39:11.815 -0300,126,16,2
307,"1118007040",https://www.laborum.cl/empleos/reciclaje-y-jardinería-inclusivo-1118007040.html,empleo_hash_0040,Reciclaje y Jardinería,2025-10-25,"Oferta laboral inclusiva bajo Ley 21.015 en el área de medio ambiente. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,part-time,part-time,$900.000 bruto,true,true,true,true,Medio Ambiente,Reciclaje y Jardinería,"3",Enseñanza media completa,2025-10-25 16:39:11.819 -0300,2025-10-25 16:39:11.819 -0300,127,14,2
308,"1118007041",https://www.laborum.cl/empleos/gestión-de-personas-inclusivo-1118007041.html,empleo_hash_0041,Gestión de Personas,2025-10-14,"Oferta laboral inclusiva bajo Ley 21.015 en el área de recursos humanos. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,part-time,part-time,$700.000 bruto,true,false,true,true,Recursos Humanos,Gestión de Personas,"3",Enseñanza media completa,2025-10-25 16:39:11.823 -0300,2025-10-25 16:39:11.823 -0300,128,15,2
309,"1118007042",https://www.laborum.cl/empleos/atención-pacientes-inclusivo-1118007042.html,empleo_hash_0042,Atención Pacientes,2025-10-20,"Oferta laboral inclusiva bajo Ley 21.015 en el área de salud. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,part-time,full-time,$700.000 bruto,true,false,true,true,Salud,Atención Pacientes,"2",Profesional universitario,2025-10-25 16:39:11.827 -0300,2025-10-25 16:39:11.827 -0300,129,21,2
310,"1118007043",https://www.laborum.cl/empleos/gestión-municipal-inclusivo-1118007043.html,empleo_hash_0043,Gestión Municipal,2025-10-19,"Oferta laboral inclusiva bajo Ley 21.015 en el área de administración pública. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,indefinido,part-time,$700.000 bruto,true,true,true,false,Administración Pública,Gestión Municipal,"3",Profesional universitario,2025-10-25 16:39:11.832 -0300,2025-10-25 16:39:11.832 -0300,130,19,2
312,"1118007045",https://www.laborum.cl/empleos/recepción-y-guía-inclusivo-1118007045.html,empleo_hash_0045,Recepción y Guía,2025-10-18,"Oferta laboral inclusiva bajo Ley 21.015 en el área de turismo. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",remoto,indefinido,por turnos,$500.000 bruto,true,true,true,false,Turismo,Recepción y Guía,"2",Técnico nivel superior,2025-10-25 16:39:11.840 -0300,2025-10-25 16:39:11.840 -0300,132,19,2
313,"1118007046",https://www.laborum.cl/empleos/asistente-jurídico-inclusivo-1118007046.html,empleo_hash_0046,Asistente Jurídico,2025-10-22,"Oferta laboral inclusiva bajo Ley 21.015 en el área de legal. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,plazo fijo,full-time,$900.000 bruto,true,false,true,true,Legal,Asistente Jurídico,"3",Enseñanza media completa,2025-10-25 16:39:11.845 -0300,2025-10-25 16:39:11.845 -0300,133,22,2
314,"1118007047",https://www.laborum.cl/empleos/diseño-gráfico-y-web-inclusivo-1118007047.html,empleo_hash_0047,Diseño Gráfico y Web,2025-10-14,"Oferta laboral inclusiva bajo Ley 21.015 en el área de diseño. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",presencial,part-time,full-time,$900.000 bruto,true,true,true,false,Diseño,Diseño Gráfico y Web,"1",Profesional universitario,2025-10-25 16:39:11.849 -0300,2025-10-25 16:39:11.849 -0300,134,10,2
315,"1118007048",https://www.laborum.cl/empleos/diseño-gráfico-y-web-inclusivo-1118007048.html,empleo_hash_0048,Diseño Gráfico y Web,2025-10-15,"Oferta laboral inclusiva bajo Ley 21.015 en el área de diseño. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,práctica profesional,part-time,$1.200.000 bruto,true,false,true,false,Diseño,Diseño Gráfico y Web,"3",Profesional universitario,2025-10-25 16:39:11.853 -0300,2025-10-25 16:39:11.853 -0300,135,21,2
1,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-multifuncional-rm--exclusivo-para-personas-con-discapacidad-en-santiago-centro-E7A6E868485BF5D761373E686DCF3405#lc=ListOffers-Score4-0,"96217489397aac74c34e9df14700ec08",Cajero Multifuncional RM Exclusivo para Personas con Discapacidad,2025-10-03,Oferta laboral: Cajero Multifuncional RM Exclusivo para Personas con Discapacidad,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.772 -0300,2025-10-18 15:28:19.772 -0300,1,1,1
2,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-multifuncional-rm--exclusivo-para-personas-con-discapacidad-en-santiago-centro-E1335DF0216CEF3161373E686DCF3405#lc=ListOffers-Score4-2,"2acb5d63c0eeaccd88892a4241f8cdff",Cajero Multifuncional RM Exclusivo para Personas con Discapacidad,2025-10-03,Oferta laboral: Cajero Multifuncional RM Exclusivo para Personas con Discapacidad,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.776 -0300,2025-10-18 15:28:19.776 -0300,1,1,1
3,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-de-atencion-al-cliente-proyecto-en-santiago-providencia-7B25398E5C4FBBF461373E686DCF3405#lc=ListOffers-Score3-9,"15526a304d2261c9a64a8d709219d572",Ejecutivo/a de atención al cliente (Proyecto),2025-10-03,Oferta laboral: Ejecutivo/a de atención al cliente (Proyecto),presencial,plazo fijo,full-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.778 -0300,2025-10-18 15:28:19.778 -0300,2,1,1
4,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-produccion-chef-constitucion-en-constitucion-7E8E77B89200987561373E686DCF3405#lc=ListOffers-Score3-10,"596ab8dfe38382a23276613c32944358",Jefe de Produccion (Chef) / Constitucion,2025-10-03,Oferta laboral: Jefe de Produccion (Chef) / Constitucion,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Operario,Operaciones,"3 años",Enseñanza media completa,2025-10-18 15:28:19.779 -0300,2025-10-18 15:28:19.779 -0300,3,1,1
6,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-back-end-ruby-remoto-en-santiago-centro-7DF195086EFB1AC261373E686DCF3405#lc=ListOffers-Score4-1,"0e279fc566d2de48187762e4980804ab",Desarrollador Back End. Ruby. Remoto,2025-10-03,Oferta laboral: Desarrollador Back End. Ruby. Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Tecnología,Desarrollo de Software,"1 años",Profesional universitario,2025-10-18 15:28:19.782 -0300,2025-10-18 15:28:19.782 -0300,4,1,1
5,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-aseo-full-time-turno-tarde-oferta-bajo-la-ley-21015-de-inclusion-en-santiago-la-florida-8DC8AEC7F95C850261373E686DCF3405#lc=ListOffers-Score4-6,"4dff3dcbd395ed4746c201026c6bdf7a",Auxiliar de aseo Full Time Turno tarde - Oferta bajo la ley 21.015 de Inclusión,2025-10-03,Oferta laboral: Auxiliar de aseo Full Time Turno tarde - Oferta bajo la ley 21.015 de Inclusión,presencial,indefinido,em,Sueldo a convenir,true,false,false,false,Servicios Generales,Aseo y Mantención,"1 años",Enseñanza media completa,2025-10-18 15:28:19.780 -0300,2025-10-18 15:28:19.780 -0300,2,1,1
7,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-ventas-seguros-call-center-remoto-lunes-a-viernes-en-santiago-centro-CFA9B9189860867361373E686DCF3405#lc=ListOffers-Score4-17,b40d6fdb2baaaeeb602057235a903181,Ejecutivo Ventas Seguros Call Center - Remoto Lunes a Viernes,2025-10-03,Oferta laboral: Ejecutivo Ventas Seguros Call Center - Remoto Lunes a Viernes,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.784 -0300,2025-10-18 15:28:19.784 -0300,5,1,1
8,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-ventas-seguros-call-center-remoto-lunes-a-viernes-en-santiago-centro-8E6B39618EF619F661373E686DCF3405#lc=ListOffers-Score4-18,"75d973664e80133f20ca6482c7b2de9a",Ejecutivo Ventas Seguros Call Center - Remoto Lunes a Viernes,2025-10-03,Oferta laboral: Ejecutivo Ventas Seguros Call Center - Remoto Lunes a Viernes,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.785 -0300,2025-10-18 15:28:19.785 -0300,5,1,1
9,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-de-ventas-seguros-de-vida-call-center-teletrabajo-modalidad-remota-teletrabajo-lunes-a-viernes-telemarketing-remoto-en-santiago-centro-D8DFFB040435B48F61373E686DCF3405#lc=ListOffers-Score4-19,c5539b1d8e240d7d1d9ac3c192d58e06,Ejecutivo/a de Ventas Seguros de Vida– Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,2025-10-03,Oferta laboral: Ejecutivo/a de Ventas Seguros de Vida– Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.787 -0300,2025-10-18 15:28:19.787 -0300,6,1,1
10,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-sap-mm-retail-remoto-en-santiago-las-condes-194EC5491FC64BE761373E686DCF3405#lc=ListOffers-Score4-1,"2db11af1c1c46f30ce85611b7e9b362f",Consultor SAP MM – Retail - Remoto,2025-10-03,Oferta laboral: Consultor SAP MM – Retail - Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Tecnología,Desarrollo de Software,"1 años",Profesional universitario,2025-10-18 15:28:19.790 -0300,2025-10-18 15:28:19.790 -0300,7,1,1
11,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivosas-de-ventas-call-center-seguros-y-asistencias-ambulatorias-remoto-en-santiago-las-condes-462C31C4B3F9823261373E686DCF3405#lc=ListOffers-Score4-3,"6612de72a23d93e1d1c55cc43d3276a2",Ejecutivos(as) de Ventas Call Center – Seguros y Asistencias Ambulatorias - Remoto,2025-10-03,Oferta laboral: Ejecutivos(as) de Ventas Call Center – Seguros y Asistencias Ambulatorias - Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.792 -0300,2025-10-18 15:28:19.792 -0300,6,1,1
12,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-de-ventas-seguros-incendio-call-center-teletrabajo-modalidad-remota-teletrabajo-lunes-a-viernes-telemarketing-remoto-en-santiago-centro-F8D2BDB717E402AD61373E686DCF3405#lc=ListOffers-Score4-4,d63f87505d6e664f91870afdc9ff52e3,Ejecutivo/a de Ventas Seguros Incendio– Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,2025-10-03,Oferta laboral: Ejecutivo/a de Ventas Seguros Incendio– Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.794 -0300,2025-10-18 15:28:19.794 -0300,6,1,1
13,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-servidores-remoto-5x2-en-santiago-huechuraba-829BDEF90ED81D9D61373E686DCF3405#lc=ListOffers-Score4-5,"4a99fa352a75010fb5e941712fb22ade",Ingeniero en Servidores - Remoto 5X2,2025-10-03,Oferta laboral: Ingeniero en Servidores - Remoto 5X2,remoto,indefinido,por turnos,Sueldo a convenir,true,false,false,false,Tecnología,Desarrollo de Software,"1 años",Profesional universitario,2025-10-18 15:28:19.796 -0300,2025-10-18 15:28:19.796 -0300,8,1,1
